Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIQ.SE9TT07203,2009.09,880.976602,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2009.12,881.993896,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2010.03,935.910478,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2010.06,982.706002,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2010.09,984.74059,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2010.12,1047.812818,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2011.03,1191.251272,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2011.06,1275.686673,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2011.09,1191.251272,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2011.12,1250.254323,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2012.03,1251.271617,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2012.06,1237.029502,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2012.09,1233.97762,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2012.12,1240.081384,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2013.03,1216.683622,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2013.06,1170.905392,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2013.09,1242.115972,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2013.12,1228.89115,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2014.03,1209.562564,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2014.06,1194.303154,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2014.09,1193.28586,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2014.12,1114.954222,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2015.03,953.204476,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2015.06,1036.622584,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2015.09,1023.397762,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2015.12,939.979654,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2016.03,802.644964,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2016.06,890.132248,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2016.09,912.512716,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2016.12,967.446592,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2017.03,1020.34588,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2017.09,979.65412,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2017.12,1064,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2018.03,1114,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2018.06,1166,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2018.09,1250,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2018.12,1282,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2019.03,1226,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2019.06,1268,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2019.09,1204,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2019.12,1203,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07203,2020.03,1171,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2006.06,1140.250855,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2006.09,1143.671608,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2006.12,1254.275941,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2007.03,1156.214367,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2007.06,1141.391106,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2007.09,1175.598632,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2007.12,1315.849487,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2008.03,1202.964652,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2008.06,1223.489168,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2008.09,1269.099202,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2008.12,1356.898518,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2009.03,1133.40935,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2009.06,970.353478,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2009.09,1077.537058,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2009.12,1226.90992,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2010.03,1125.427594,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2010.06,1126.567845,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2010.09,1160.775371,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2010.12,1224.629418,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2011.03,1111.744584,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2011.06,1187.00114,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2011.09,1142.531357,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2011.12,1208.665906,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2012.03,1098.061574,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2012.06,1124.287343,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2012.09,1126.567845,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2012.12,1237.172178,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2013.03,1115.165336,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2013.06,1131.128848,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2013.09,1115.165336,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2013.12,1245.153934,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2014.03,1119.72634,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2014.06,1144.811859,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2014.09,1160.775371,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2014.12,1245.153934,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2015.03,1062.713797,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2015.06,1072.976055,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2015.09,1085.518814,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2015.12,1144.811859,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2016.03,1009.122007,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2016.06,1031.927024,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2016.09,971.493729,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2016.12,1079.81756,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2017.03,964.652223,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2017.09,945.267959,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2017.12,1052,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2018.03,900,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2018.06,934,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2018.09,939,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2018.12,1010,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2019.03,891,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2019.06,901,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2019.09,893,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2019.12,976,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT073,2020.03,870,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2006.06,1140.250855,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2006.09,1143.671608,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2006.12,1254.275941,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2007.03,1156.214367,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2007.06,1141.391106,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2007.09,1175.598632,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2007.12,1315.849487,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2008.03,1202.964652,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2008.06,1223.489168,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2008.09,1269.099202,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2008.12,1356.898518,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2009.03,1133.40935,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2009.06,970.353478,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2009.09,1077.537058,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2009.12,1226.90992,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2010.03,1125.427594,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2010.06,1126.567845,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2010.09,1160.775371,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2010.12,1224.629418,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2011.03,1111.744584,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2011.06,1187.00114,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2011.09,1142.531357,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2011.12,1208.665906,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2012.03,1098.061574,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2012.06,1124.287343,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2012.09,1126.567845,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2012.12,1237.172178,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2013.03,1115.165336,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2013.06,1131.128848,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2013.09,1115.165336,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2013.12,1245.153934,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2014.03,1119.72634,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2014.06,1144.811859,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2014.09,1160.775371,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2014.12,1245.153934,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2015.03,1062.713797,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2015.06,1072.976055,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2015.09,1085.518814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2015.12,1144.811859,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2016.03,1009.122007,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2016.06,1031.927024,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2016.09,971.493729,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2016.12,1079.81756,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2017.03,964.652223,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2017.09,945.267959,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2017.12,1052,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2018.03,900,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2018.06,934,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2018.09,939,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2018.12,1010,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2019.03,891,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2019.06,901,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2019.09,893,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2019.12,976,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT07304,2020.03,870,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2006.06,11904.76191,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2006.09,11452.38095,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2006.12,10928.57143,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2007.03,10250,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2007.06,9559.52381,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2007.09,8892.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2007.12,8369.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2008.03,7857.142857,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2008.06,7547.619048,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2008.09,7333.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2008.12,6821.428571,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2009.03,6761.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2009.06,6726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2009.09,6666.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2009.12,6107.142857,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2010.03,5976.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2010.06,5726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2010.09,5452.380952,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2010.12,5119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2011.03,4845.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2011.06,4535.714286,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2011.09,4119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2011.12,3773.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2012.03,3404.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2012.06,3273.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2012.09,3119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2012.12,2833.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2013.03,2642.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2013.06,2523.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2013.09,2345.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2013.12,2214.285714,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2014.03,2083.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2014.06,1904.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2014.09,1761.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT08,2014.12,1547.619048,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
